"nid","Sequence","Judge.Name","School","Degree","Degree.Year"
1377521,2,"Bartle, Harvey III","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1965"
1377526,1,"Bartlett, D. Brook","Princeton University","B.A.","1959"
1377526,2,"Bartlett, D. Brook","Stanford Law School","LL.B.","1962"
1392826,1,"Barzilay, Judith Morgenstern","Wichita State University","B.A.","1965"
1392826,2,"Barzilay, Judith Morgenstern","Rutgers University, School of Library and Information Science","M.L.S.","1971"
1392826,3,"Barzilay, Judith Morgenstern","Rutgers School of Law -- Newark","J.D.","1981"
1394451,1,"Bashant, Cynthia Ann","Smith College","A.B.","1982"
1394451,2,"Bashant, Cynthia Ann","University of California Hastings College of the Law (now UC College of the Law, San Francisco)","J.D.","1986"
1377531,1,"Bassett, Richard","Read law",""," "
1377536,1,"Bassler, William G.","Fordham University","B.A.","1960"
1377536,2,"Bassler, William G.","Georgetown College (now Georgetown University) Law Center","J.D.","1963"
1377536,3,"Bassler, William G.","New York University School of Law","LL.M.","1969"
1394456,1,"Bastian, Stanley Allen","University of Oregon","B.S.","1980"
1394456,2,"Bastian, Stanley Allen","University of Washington School of Law","J.D.","1983"
1377541,1,"Bastian, Walter Maximillian","Georgetown College Law School (now Georgetown University Law Center)","LL.B.","1913"
1390431,1,"Bataillon, Joseph F.","Creighton University","B.A.","1971"
1390431,2,"Bataillon, Joseph F.","Creighton University School of Law","J.D.","1974"
1377546,1,"Batchelder, Alice Moore","Ohio Wesleyan University","B.A.","1964"
1377546,2,"Batchelder, Alice Moore","University of Akron School of Law","J.D.","1971"
1377546,3,"Batchelder, Alice Moore","University of Virginia School of Law","LL.M.","1988"
1391381,1,"Bates, John D.","Wesleyan University","B.A.","1968"
1391381,2,"Bates, John D.","University of Maryland School of Law (now Francis King Carey School of Law)","J.D.","1976"
1393636,1,"Battaglia, Anthony Joseph","United States International University (now Alliant International University)","B.A.","1971"
1393636,2,"Battaglia, Anthony Joseph","California Western School of Law","J.D.","1974"
1391126,1,"Battani, Marianne O.","University of Detroit (now University of Detroit Mercy)","B.A.","1966"
1391126,2,"Battani, Marianne O.","Detroit College of Law (now Michigan State University College of Law)","J.D.","1972"
1392346,1,"Batten, Timothy C., Sr.","Georgia Institute of Technology","B.S.","1981"
1392346,2,"Batten, Timothy C., Sr.","University of Georgia School of Law","J.D.","1984"
1377551,1,"Battey, Richard Howard","University of South Dakota","","1950"
1377551,2,"Battey, Richard Howard","University of South Dakota School of Law (now Knudson School of Law)","J.D.","1953"
1377556,1,"Battin, James Franklin","Eastern Montana College (now Montana State University Billings)","B.A.","1948"
1377556,2,"Battin, James Franklin","George Washington University Law School","J.D.","1951"
1377561,1,"Battisti, Frank Joseph","Ohio University","A.B.","1947"
1377561,2,"Battisti, Frank Joseph","Harvard Law School","J.D.","1950"
1377566,1,"Batts, Deborah A.","Radcliffe College","A.B.","1969"
1377566,2,"Batts, Deborah A.","Harvard Law School","J.D.","1972"
1377571,1,"Batts, Robert Lynn","University of Texas School of Law","LL.B.","1886"
1377576,1,"Bauer, William Joseph","Elmhurst College","A.B.","1949"
1377576,2,"Bauer, William Joseph","DePaul University College of Law","J.D.","1952"
1377581,1,"Bauman, Arnold","St. John's University","B.B.A.","1934"
1377581,2,"Bauman, Arnold","New York University School of Law","J.D.","1937"
1377586,1,"Baxter, John","Read law","","1841"
5153456,1,"Baxter, Susan Paradise","Pennsylvania State University","B.S.","1978"
5153456,2,"Baxter, Susan Paradise","Temple University","M.Ed.","1980"
5153456,3,"Baxter, Susan Paradise","Temple University School of Law (now James E. Beasley School of Law)","J.D.","1983"
1391541,1,"Baylson, Michael M.","University of Pennsylvania","B.S.","1961"
1391541,2,"Baylson, Michael M.","University of Pennsylvania Law School (now Carey Law School)","LL.B.","1964"
1377591,1,"Bazelon, David L.","Northwestern University","B.S.L.","1931"
1377591,2,"Bazelon, David L.","Read law","","1932"
13761616,1,"Bazis, Susan Mason","University of Nebraska Omaha","B.S.","1990"
13761616,2,"Bazis, Susan Mason","Creighton University School of Law","J.D.","1993"
1392016,1,"Bea, Carlos T.","Stanford University","B.A.","1956"
1392016,2,"Bea, Carlos T.","Stanford Law School","J.D.","1958"
1377596,1,"Beam, C[larence] Arlen","University of Nebraska","B.S.","1951"
1377596,2,"Beam, C[larence] Arlen","University of Nebraska College of Law","J.D.","1965"
1377601,1,"Beamer, George N.","Notre Dame Law School","LL.B.","1929"
1377606,1,"Bean, Robert Sharp","Christian College (now Western Oregon State University)","","1873"
1377606,2,"Bean, Robert Sharp","Read law","","1878"
1377606,3,"Bean, Robert Sharp","University of Oregon","B.S.","1878"
9210651,1,"Beaton, Benjamin Joel","Centre College","B.A.","2003"
9210651,2,"Beaton, Benjamin Joel","Columbia Law School","J.D.","2009"
9210651,3,"Beaton, Benjamin Joel","Temple Bar Scholar, American Inns of Court","","2012"
1377611,1,"Beattie, Charlton Reid","University of Virginia","","1889"
1377611,2,"Beattie, Charlton Reid","University of Virginia School of Law","LL.B.","1891"
1377616,1,"Beatty, James Helmick","Ohio Wesleyan University","A.B.","1858"
1377616,2,"Beatty, James Helmick","Read law","","1862"
1377621,1,"Beatty, William Louis","St. Louis University School of Law","LL.B.","1950"
1377626,1,"Beaty, James A., Jr.","Western Carolina University","B.A.","1971"
1377626,2,"Beaty, James A., Jr.","University of North Carolina School of Law","J.D.","1974"
1377631,1,"Beaumont, Campbell Eben","Cumberland School of Law","LL.B.","1910"
5018781,1,"Beaverstock, Jeffrey Uhlman","The Citadel","B.A.","1991"
5018781,2,"Beaverstock, Jeffrey Uhlman","University of Alabama School of Law","J.D.","1998"
13761516,1,"Becerra, Jacqueline","University of Miami","B.A.","1991"
13761516,2,"Becerra, Jacqueline","Yale Law School","J.D.","1994"
1377636,1,"Bechtle, Louis Charles","Temple University","B.S.","1951"
1377636,2,"Bechtle, Louis Charles","Temple University School of Law (now James E. Beasley School of Law)","LL.B.","1954"
1377641,1,"Beck, Axel John","Morningside College","A.B.","1920"
1377641,2,"Beck, Axel John","University of Chicago Law School","J.D.","1922"
1377646,1,"Becker, Edward Roy","University of Pennsylvania","B.A.","1954"
1377646,2,"Becker, Edward Roy","Yale Law School","LL.B.","1957"
1377651,1,"Becker, William Henry","University of Missouri School of Law","LL.B.","1932"
11226136,1,"Beckering, Jane Marie","University of Michigan","B.A.","1987"
11226136,2,"Beckering, Jane Marie","University of Wisconsin Law School","J.D.","1990"
1377656,1,"Beckwith, Sandra Shank","University of Cincinnati","B.A.","1965"
1377656,2,"Beckwith, Sandra Shank","University of Cincinnati College of Law","J.D.","1968"
1377661,1,"Bedford, Gunning, Jr.","College of New Jersey (now Princeton University)","","1771"
1377661,2,"Bedford, Gunning, Jr.","Read law","","1779"
1377666,1,"Bee, Thomas","University of Oxford",""," "
1377666,2,"Bee, Thomas","Read law","","1761"
1377671,1,"Beeks, William Trulock","University of Washington School of Law","LL.B.","1932"
1377676,1,"Beer, Peter Hill","Tulane University","B.B.A.","1949"
1377676,2,"Beer, Peter Hill","Tulane University Law School","LL.B.","1952"
1394676,1,"Beetlestone, Wendy","Liverpool University","B.A.","1984"
1394676,2,"Beetlestone, Wendy","University of Pennsylvania Law School (now Carey Law School)","J.D.","1993"
1377681,1,"Beezer, Robert R.","University of Virginia","B.A.","1951"
1377681,2,"Beezer, Robert R.","University of Virginia School of Law","LL.B.","1956"
12910976,1,"Behm, Frances Kay","Albion College","B.A.","1991"
12910976,2,"Behm, Frances Kay","University of Michigan Law School","J.D.","1994"
1391456,1,"Beistline, Ralph R.","University of Alaska Fairbanks","B.A.","1972"
1391456,2,"Beistline, Ralph R.","University of Puget Sound School of Law (now Seattle University School of Law)","J.D.","1974"
1377686,1,"Belew, David Owen, Jr.","University of Texas","B.A.","1946"
1377686,2,"Belew, David Owen, Jr.","University of Texas School of Law","LL.B.","1948"
1377691,1,"Bell, Griffin Boyette","Mercer University School of Law","LL.B.","1948"
1377696,1,"Bell, J. Spencer","Harvard Law School",""," "
1377696,2,"Bell, J. Spencer","Duke University","B.A.","1927"
1377696,3,"Bell, J. Spencer","University of North Carolina School of Law","LL.B.","1930"
6489616,1,"Bell, Kenneth Davis, Sr.","Wake Forest University","B.A.","1980"
6489616,2,"Bell, Kenneth Davis, Sr.","Wake Forest University School of Law","J.D.","1983"
1377701,1,"Bell, Robert Cook","University of Missouri School of Law","LL.B.","1908"
1377706,1,"Bell, Robert Holmes","Wheaton College, Illinois","B.A.","1966"
1377706,2,"Bell, Robert Holmes","Wayne State University Law School","J.D.","1969"
1377711,1,"Bell, Samuel H.","College of Wooster","B.A.","1947"
1377711,2,"Bell, Samuel H.","Akron School of Law (now University of Akron School of Law)","J.D.","1952"
1377716,1,"Bellinger, Charles Byron","Read law","","1863"
1377721,1,"Belloni, Robert Clinton","University of Oregon","B.A.","1941"
1377721,2,"Belloni, Robert Clinton","University of Oregon School of Law","J.D.","1951"
1377726,1,"Belot, Monti L.","University of Kansas","B.A.","1965"
1377726,2,"Belot, Monti L.","University of Kansas School of Law","J.D.","1968"
1377731,1,"Benavides, Fortunato Pedro","University of Houston","B.B.A.","1968"
1377731,2,"Benavides, Fortunato Pedro","University of Houston Law Center","J.D.","1972"
1393891,1,"Bencivengo, Cathy Ann","Rutgers University","B.A.","1980"
1393891,2,"Bencivengo, Cathy Ann","Rutgers University","M.A.","1981"
1393891,3,"Bencivengo, Cathy Ann","University of Michigan Law School","J.D.","1988"
1377736,1,"Benedict, Charles Linnaeus","University of Vermont","","1844"
1377736,2,"Benedict, Charles Linnaeus","Read law","","1845"
1392166,1,"Benitez, Roger T.","Imperial Valley College","A.A.","1971"
1392166,2,"Benitez, Roger T.","San Diego State University","B.A.","1974"
1392166,3,"Benitez, Roger T.","Western State University College of Law (now Thomas Jefferson School of Law)","J.D.","1978"
13233251,1,"Benjamin, DeAndrea Gist","Winthrop University","B.A.","1994"
13233251,2,"Benjamin, DeAndrea Gist","University of South Carolina School of Law","J.D.","1997"
1394771,1,"Bennett, Alfred Homer","University of Houston","B.S.","1988"
1394771,2,"Bennett, Alfred Homer","University of Texas School of Law","J.D.","1991"
1377741,1,"Bennett, Marion Tinsley","Southwest Missouri State University (now Missouri State University)","A.B.","1935"
1377741,2,"Bennett, Marion Tinsley","Washington University School of Law","J.D.","1938"
4908101,1,"Bennett, Mark Jeremy","Union College","B.A.","1976"
4908101,2,"Bennett, Mark Jeremy","Cornell Law School","J.D.","1979"
1377746,1,"Bennett, Mark W.","Gustavus Adolphus College","B.A.","1972"
1377746,2,"Bennett, Mark W.","Drake University Law School","J.D.","1975"
1391816,1,"Bennett, Richard D.","University of Pennsylvania","B.A.","1969"
1391816,2,"Bennett, Richard D.","University of Maryland School of Law (now Francis King Carey School of Law)","J.D.","1973"
1377751,1,"Benson, Dee Vance","Brigham Young University","B.A.","1973"
1377751,2,"Benson, Dee Vance","Brigham Young University, J. Reuben Clark Law School","J.D.","1976"
1377756,1,"Benson, Egbert","King's College (now Columbia University)","","1765"
1377756,2,"Benson, Egbert","Read law","","1769"
1377766,1,"Benson, Paul","University of North Dakota","B.S.","1942"
1377766,2,"Benson, Paul","George Washington University Law School","LL.B.","1949"
1392186,1,"Benton, William Duane","Northwestern University","B.A.","1972"
1392186,2,"Benton, William Duane","Yale Law School","J.D.","1975"
1392186,3,"Benton, William Duane","Memphis State University (now University of Memphis)","M.B.A.","1979"
1392186,4,"Benton, William Duane","University of Virginia School of Law","LL.M.","1994"
1394071,1,"Berg, Terrence George","Georgetown University","B.S.","1981"
1394071,2,"Berg, Terrence George","Georgetown University Law Center","J.D.","1986"
1392951,1,"Berger, Irene Cornelia","West Virginia University","B.A.","1976"
1392951,2,"Berger, Irene Cornelia","West Virginia University College of Law","J.D.","1979"
6801611,1,"Berger, Wendy Williams","Florida State University","B.S.","1990"
6801611,2,"Berger, Wendy Williams","Florida State University College of Law","J.D.","1992"
1390791,1,"Berman, Richard M.","Cornell University","B.S.","1964"
1390791,2,"Berman, Richard M.","New York University School of Law","J.D.","1967"
1390791,3,"Berman, Richard M.","Fordham University Graduate School of Social Services","M.S.W.","1996"
1394081,1,"Bernal, Jesus Gilberto","Yale University","B.A.","1986"
1394081,2,"Bernal, Jesus Gilberto","Stanford Law School","J.D.","1989"
13761561,1,"Berner, Nicole Gina","University of California, Berkeley","B.A.","1988"
13761561,2,"Berner, Nicole Gina","University of California, Berkeley, Goldman School of Public Policy","M.P.P.","1996"
13761561,3,"Berner, Nicole Gina","University of California, Berkeley, School of Law","J.D.","1996"
1377771,1,"Berrigan, Helen Ginger","University of Wisconsin","B.A.","1969"
1377771,2,"Berrigan, Helen Ginger","American University","M.A.","1971"
1377771,3,"Berrigan, Helen Ginger","Louisiana State University Law School (now Paul M. Hebert Law Center)","J.D.","1977"
1377776,1,"Bertelsman, William Odis","Xavier University, Ohio","A.B.","1958"
1377776,2,"Bertelsman, William Odis","University of Cincinnati College of Law","J.D.","1961"
1391116,1,"Berzon, Marsha Siegel","Radcliffe College","B.A.","1966"
1391116,2,"Berzon, Marsha Siegel","University of California, Berkeley, School of Law","J.D.","1973"
1392486,1,"Besosa, Francisco Augusto","Brown University","A.B.","1971"
1392486,2,"Besosa, Francisco Augusto","Georgetown University Law Center","J.D.","1979"
1377781,1,"Bethea, Solomon Hicks","Read law","","1876"
1377786,1,"Betts, Samuel Rossiter","Williams College","","1806"
1377786,2,"Betts, Samuel Rossiter","Read law","","1807"
1392311,1,"Bianco, Joseph Frank","Georgetown University","B.A.","1988"
1392311,2,"Bianco, Joseph Frank","Columbia Law School","J.D.","1991"
1392311,3,"Bianco, Joseph Frank","Seminary of the Immaculate Conception","M.A.","2013"
3989731,1,"Bibas, Stephanos","Columbia University","B.A.","1989"
3989731,2,"Bibas, Stephanos","University of Oxford, University College","B.A.","1991"
3989731,3,"Bibas, Stephanos","Yale Law School","J.D.","1994"
3989731,4,"Bibas, Stephanos","Temple Bar Scholar, American Inns of Court","","1998"
1377791,1,"Bicks, Alexander","New York University School of Law","LL.B.","1922"
1377796,1,"Biddle, Francis","Harvard University","B.A.","1909"
1377796,2,"Biddle, Francis","Harvard Law School","LL.B.","1911"
1377801,1,"Biery, Samuel Frederick, Jr.","Texas Lutheran College","B.A.","1970"
1377801,2,"Biery, Samuel Frederick, Jr.","Southern Methodist University School of Law (now Dedman School of Law)","J.D.","1973"
1377806,1,"Biggers, Neal Brooks, Jr.","Millsaps College","B.A.","1956"
1377806,2,"Biggers, Neal Brooks, Jr.","University of Mississippi School of Law","J.D.","1963"
1377811,1,"Biggs, Asa","Read law","","1831"
1377816,1,"Biggs, John, Jr.","Princeton University","Litt.B.","1918"
1377816,2,"Biggs, John, Jr.","Harvard Law School","LL.B.","1922"
1394721,1,"Biggs, Loretta Copeland","Spelman College","B.A.","1976"
1394721,2,"Biggs, Loretta Copeland","Howard University School of Law","J.D.","1979"
1377821,1,"Bilby, Richard Mansfield","University of Arizona","B.S.","1955"
1377821,2,"Bilby, Richard Mansfield","University of Michigan Law School","J.D.","1958"
1377826,1,"Billings, Edward Coke","Yale College","","1853"
1377826,2,"Billings, Edward Coke","Harvard Law School","LL.B.","1855"
1377831,1,"Billings, Franklin S., Jr.","Harvard College","B.S.","1943"
1377831,2,"Billings, Franklin S., Jr.","University of Virginia School of Law","J.D.","1947"
1377836,1,"Bingham, Edward Franklin","Read law","","1850"
1377841,1,"Bingham, George Hutchins","Dartmouth College","A.B.","1887"
1377841,2,"Bingham, George Hutchins","Harvard Law School","LL.B.","1891"
